ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
14226,The Inspired ones,Do Zainspirowanych,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01575),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14227,The Gem Project,Do Projektu „Klejnot”,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01576),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14228,Team Multispiral,Do Grupy Multispiralnej,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01577),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14229,Maybe it's best to let her go,Może lepiej ją zwolnijcie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01578),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14333,10,10,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01613),Scenario UndergroundAnomalies_Rare text_param3,,,,1009935,,
14232,Inspiring Architecture,Porywająca architektura,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01633),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14233,50,50,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01634),Scenario UndergroundAnomalies_Rare text_param3,,,,1009902,,
14237,Gem Architecture,Architektura krystaliczna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01700),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14230,<red>Working with non-euclidean geometry -50</red>,<red>Praca z geometrią nieeuklidesową –50</red>,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01727),Scenario UndergroundAnomalies_Rare MoraleReason,,,,1009902,,
14332,"Her team did amazing work, although many of the engineers were confused and struggled to understand the ideas put forth by the architect. What troubles me though, is that no one has seen her or the intern since the project ended.

<effect> unlocked the <text_param1> breakthrough.
<effect> All engineers lose <reg_param2> sanity.","Zespół naszej architekt wykonał zadziwiającą pracę, choć wielu techników było zdezorientowanych i miało trudności ze zrozumieniem jej pomysłów. Jednak najbardziej niepokojące jest to, że po zakończeniu projektu nikt już nie widział ani jej, ani naszego stażysty.

<effect> Odblokowano przełomową technologię „<text_param1>”.
<effect> Wszyscy technicy tracą <reg_param2> zdrowia psychicznego.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01743),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14231,"It seems we already had the <text_param1> breakthrough. Though their ideas did give us a lot of interesting insights.

Our engineers were a bit less happy, with many of them struggling to understand the architect's ideas. What troubles me most is that no one has seen her or the intern since the project ended.

<effect> Gain <research(reg_param1)> Research
<effect> All engineers lose <reg_param2> sanity.","Okazuje się, że dysponujemy już przełomową technologią „<text_param1>”. Jednak pomysły naszej architekt dostarczyły sporo interesującej wiedzy.

Nasi technicy byli trochę mniej zadowoleni – wielu z nich miało spore kłopoty ze zrozumieniem jej koncepcji. Jednak najbardziej niepokojące jest to, że po zakończeniu projektu nikt już nie widział ani jej, ani naszego stażysty.

<effect> Zdobywasz <research(reg_param1)> punktów badań.
<effect> Wszyscy technicy tracą <reg_param2> zdrowia psychicznego.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01763),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14239,<green>Avoided non-euclidean geometry +15</green>,<green>Uniknięto geometrii nieeuklidesowej +15</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01796),Scenario UndergroundAnomalies_Rare MoraleReason,,,,1009902,,
14240,Spared the Engineers,Oszczędzono techników,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01799),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14241,"Her ideas were brilliant, though twisted by visions of eldritch architecture. The engineers struggled a lot to fully grasp her ideas and are relieved they don't have to put any of it in practice.

What troubles me though, is that no one has seen her or the intern since.

<effect> All engineers gain <reg_param1> Morale for <reg_param2> sols.","Idee naszej architekt były bardzo błyskotliwe, ale wypaczone przez wizje dziwacznych konstrukcji. Technicy mieli ogromne kłopoty ze zrozumieniem jej pomysłów i z ulgą przyjęli wiadomość, że nie będą musieli ich realizować.

Jednak najbardziej niepokojące jest to, że od tej pory nikt już nie widział ani jej, ani naszego stażysty.

<effect> Wszyscy technicy zyskują <reg_param1> do morale na pewną liczbę soli (<reg_param2>).",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01800),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14238,Multispiral Architecture,Architektura wieloiglicowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01803),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14234,"I'm sure they are well, I hope.",Na pewno nic im nie jest. To znaczy – mam nadzieję.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01806),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14244,Rare Anomaly Analyzed: Life,Zbadano rzadką anomalię: życie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01817),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14245,"We've found several fossilized microorganisms, some still remaining within an amber like substance. This is a massive find!

Further research shows that Mars' oceans were full of microbes about 4 million years ago. Some of these secreted an amber like substance, which has captured and preserved other microbes. Some theorize there must have been plant or tree like organisms, though at this point it's to early to say.

We've found potentially revolutionary genetic markers in these microbes. We may be able to cure one of humanity's ails, which should we focus on?

<effect> Unlock a new breakthrough tech:","Odkryliśmy gromadkę skamieniałych mikroorganizmów, z których część tkwi w materiale przypominającym bursztyn. Cóż za wspaniałe znalezisko!

Dalsze badania wykazały, że około 4 miliardy lat temu oceany Marsa były pełne mikrobów. Niektóre z nich wydzielały właśnie taką bursztynopodobną substancję, która sklejała i konserwowała inne jednokomórkowce. Niektórzy naukowcy tworzą hipotezy, że później musiały się z nich wykształcić jakieś organizmy roślinny, ale w tej chwili nie da się jeszcze tego potwierdzić.

Wewnątrz mikroorganizmów znaleźliśmy markery genetyczne o potencjalnie rewolucyjnym znaczeniu. Być może zdołamy rozwiązać jeden z odwiecznych problemów ludzkości. Na czym mamy się skupić?

<effect> Odblokowano nową przełomową technologię:",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01818),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14246,Age,Wiek,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01820),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14247,Fatigue,Zmęczenie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01821),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14248,Sleep,Sen,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01822),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14249,Death,Śmierć,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01823),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14251,Forever Young,Wieczna młodość,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01865),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14253,Martianborn Ingenuity,Pomysłowość Marsjan,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01918),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14254,Rapid Sleep,Szybki sen,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(01971),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14250,"It seems we already had the <text_param1> breakthrough. Though the microbes still gave us a wealth of new information about living on Mars.

<effect> Gain <research(reg_param1)> Research","Okazuje się, że dysponujemy już przełomową technologią „<text_param1>”. Mikroorganizmy zapewniły nam za to mnóstwo nowych informacji o życiu na Marsie.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02021),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14255,Project Phoenix,Projekt Feniks,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02024),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14256,Rare Anomaly Analyzed: Fossils,Zbadano rzadką anomalię: skamieniałości,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02041),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14257,"We found a few large fossils of plant like organisms. This may be the first actual proof we've found for life on Mars.

The size and shape of the fossils indicates these were very nutritious plants that grew to about a meter high. These would indicate Mars didn't just have life within it's oceans, but also on land. Some even theorize they may be evidence of selective breeding, indicating intelligent life once used to walk on Mars. Though this would need further investigation.

For now, we should put these fossils to good use. What do you think, commander?

<effect> Unlock a new breakthrough tech:","Znaleźliśmy kilka wielkich skamieniałości organizmów przypominających rośliny. Być może to pierwszy dowód, że kiedyś istniało życie na marsjańskim lądzie.

Rozmiary i kształt skamielin wskazują, że były to bardzo odżywcze rośliny osiągające wysokość około jednego metra. Wiemy zatem, że Mars miał organizmy żywe nie tylko w oceanie, ale i na stałym lądzie. Pojawiły się nawet hipotezy, że owe rośliny mogą się wydawać wyhodowane sztucznie, co wskazywałoby na istnienie istot inteligentnych w marsjańskiej przeszłości. Jednak potwierdzenie tego przypuszczenia będzie wymagać dalszych badań.

Na razie powinniśmy zrobić dobry użytek z tych skamieniałości. Jak myślisz, dowódco?

<effect> Odblokowano nową przełomową technologię:",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02042),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14258,Let's recreate the plants,Odtwórzmy te rośliny.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02044),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14259,We should send these to our sponsor,Powinniśmy je wysłać naszemu sponsorowi.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02045),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14260,We should use these to teach,Wykorzystajmy je do nauczania.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02046),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14261,Let's share this with earth and all of humanity,Udostępnijmy je Ziemi i reszcie ludzkości.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02047),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14334,We've unlocked the <text_param1> breakthrough. It seems these crops were able to grow much bigger on Mars due to the lower gravity. Fortunately nothing bad came out of these fossils.,"Odblokowaliśmy przełomową technologię „<text_param1>”. Wygląda na to, że te rośliny mogły osiągać na Marsie większą wysokość z uwagi na mniejszą grawitację planety. Na szczęście to odkrycie nie miało żadnych negatywnych następstw.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02067),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14335,Amazing!,Zadziwiające!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02071),Scenario UndergroundAnomalies_Rare choice1,,,,1009935,,
14262,"It seems we already had the <text_param1> breakthrough. Though the fossils still proved a valuable source of information. Fortunately nothing bad came out of these fossils.

<effect> Gain <research(reg_param1)> Research","Okazuje się, że dysponujemy już przełomową technologią „<text_param1>”. Za to rośliny dostarczyły nam sporo cennej wiedzy. Na szczęście to odkrycie nie miało żadnych negatywnych następstw.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02086),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14263,Giant Crops,Wielkie uprawy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02089),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14336,"We've unlocked the <text_param1> breakthrough. Our sponsors are excited they now have proof of life on Mars. In return, they're happy to send us whatever we need.","Odblokowaliśmy przełomową technologię „<text_param1>”. Nasi sponsorzy są podekscytowani posiadaniem dowodu istnienia życia na Marsie. W zamian chętnie przyślą nam wszystko, czego sobie zażyczymy.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02120),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14252,Great,Świetnie.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02124),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14267,"It seems we already had the <text_param1> breakthrough. Though our sponsor was able to make great strides, researching these on earth.

<effect> Gain <research(reg_param1)> Research","Wygląda na to, że dysponujemy już przełomową technologią „<text_param1>”. Chociaż nasz sponsor był w stanie poczynić wielkie postępy, badając te rośliny na Ziemi.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02139),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14268,Prefab Compression,Kompresja prefabrykatów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02142),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14337,Awesome!,Fantastycznie!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02177),Scenario UndergroundAnomalies_Rare choice1,,,,1009935,,
14270,"It seems we already had the <text_param1> breakthrough. The fossils did help many student projects add to our research efforts.

<effect> Gain <research(reg_param1)> Research","Wygląda na to, że dysponujemy już przełomową technologią „<text_param1>”. Jednak dzięki skamieniałościom wiele projektów studenckich przyczyniło się do rozwoju naszych badań.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02192),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14271,Interplanetary Learning,Edukacja międzyplanetarna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02195),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14338,We've unlocked the <text_param1> breakthrough. All mission sponsors on earth are excited we shared knowledge with them and are happy to return the favor.,"Odblokowaliśmy przełomową technologię „<text_param1>”. Wszyscy sponsorzy misji na Ziemi są uradowani, że podzieliliśmy się z nimi naszą wiedzą i chętnie odwzajemnią tę przysługę.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02226),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14273,"It seems we already had the <text_param1> breakthrough. Instead, all sponsors on earth allowed us to temporarily use their research networks as well.

<effect> Gain <research(reg_param1)> Research","Okazuje się, że dysponujemy już przełomową technologią „<text_param1>”. Zamiast tego wszyscy sponsorzy na Ziemi umożliwili nam korzystanie ze swoich sieci badawczych przez pewien czas.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02245),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14274,Global Support,Globalne wsparcie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02248),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14264,That's still good news.,To mimo wszystko dobre wieści.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02250),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14279,Landscaping,Kształtowanie krajobrazu,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02276),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14280,Resource extraction,Wydobycie surowca,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02277),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14281,This tech seems way to dangerous,Ta technologia wydaje się zbyt niebezpieczna.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02278),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14284,Landscaping Nanites,Nanity krajobrazowe,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02373),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14276,Rare Anomaly Analyzed: Nanites,Zbadano rzadką anomalię: nanity,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02476),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14277,"While analyzing this anomaly, our RC Explorer started to exhibit some weird behavior. As if something infected it's circuitry and started making it take seemingly random actions. Our scientists immediately started reviewing the diagnostics. They found that specific components of the RC Explorer were directly receiving commands from something small enough to infiltrate its circuitry.

An electrical discharge and reboot later, we managed to restore the RC Explorers use and capture a sample of the material that caused this behavior. It turns out to be nano robots, that must have been buried here for ages.

Researching these nanites will enable us to apply them to a certain area and mass produce them. Where do you think they'd be most useful?

<effect> Unlock a new breakthrough tech:","Podczas analizowania tej anomalii nasz eksploratory sterowane zaczął wykazywać oznaki dziwnego zachowania. Zupełnie jakby coś zainfekowało jego obwody i zmusiło go do wykonywania pozornie przypadkowych działań. Nasi naukowcy natychmiast uruchomili procedury diagnostyczne. Okazało się, że poszczególne systemy łazika otrzymywały polecenia od czegoś na tyle małego, że zdołało to wniknąć do wnętrza obwodów.

Po przypuszczeniu przez łazik wyładowania elektrycznego i uruchomieniu go na powrót zdołaliśmy przywrócić go do stanu używalności, a ponadto zdobyliśmy próbkę materiału, który był przyczyną problemów. Okazało się, że są to nanoroboty, które przez wieki leżały zasypane w tym miejscu.

Zbadanie tych nanitów umożliwi nam ich produkcję i zastosowanie w niektórych dziedzinach. Jak sądzisz, dowódco, gdzie będą najbardziej przydatne?

<effect> Odblokowano nową przełomową technologię:",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02477),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14278,Construction,Budowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02479),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14289,Resource extraction,Wydobycie surowca,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02480),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14290,This tech seems way to dangerous,Ta technologia wydaje się zbyt niebezpieczna.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02481),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14283,Construction Nanites,Nanity budowlane,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02523),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14282,"It seems we already had the <text_param1> breakthrough. Instead, researching the nanites did give us a lot of valuable information.

<effect> Gain <research(reg_param1)> Research","Okazuje się, że dysponujemy już przełomową technologią „<text_param1>”. Zamiast tego zbadanie nanitów dostarczyło nam mnóstwa cennych informacji.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02573),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14285,Nano Refinement,Nanorafinacja,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02576),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14286,<green>A wise decision regarding nanites +15</green>,<green>Mądra decyzja co do nanitów +15</green>,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02605),Scenario UndergroundAnomalies_Rare MoraleReason,,,,1009902,,
14287,Scientist Moral,Morale naukowców,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02608),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14288,"Our scientists agree with your decision. Many things can go wrong with nano robots, as movies have shown us. Most scientist feel comforted by having such a wise commander, and are putting in their best effort to show you we don't need nanites.

<effect> All scientists gain <reg_param1> Morale for <reg_param2> sols.","Nasi naukowcy zgadzają się z twoją decyzją. Jak widzieliśmy w wielu filmach, z nanorobotami mnóstwo rzeczy może pójść nie tak. Większość naukowców czerpie otuchę z tego, że mamy tak mądrego dowódcę, i dokłada starań, by dowieść, że nie potrzebujemy nanitów.

<effect> Wszyscy naukowcy zyskują <reg_param1> do morale na pewną liczbę soli (<reg_param2>).",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02609),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14076,This should prove useful!,To się nam przyda!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02614),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14295,We need more research sites.,Potrzebujemy więcej stanowisk badawczych.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02641),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14296,Marslantis is real!,Marslantyda istniała!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02642),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14301,Designed Forestation,Planowe zalesianie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02790),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14291,Rare Anomaly Analyzed: Marslantis,Zbadano rzadką anomalię: Marslantyda,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02861),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14292,"Our exploration team found what appears to be corroded bricks. After a more extensive analysis, it appears remains of ancient structures are buried here. Though the corrosion shown on these bricks can only happen as a result of water.

Several scientists have started to talk about Marslantis. The leading theory is that an advanced civilization lived on Mars millions of years ago. Some kind of disaster caused their city to sink into Mars' oceans. And its remains got buried here, gradually getting covered up over millions of years.

Many other scientists believe Marslantis is a myth and claim the find is just a peculiarly shaped rock. They recommend we bolster our research efforts, and put these rumors to rest. How should we proceed?

<effect> Unlock a new breakthrough tech:","Nasz zespół badawczy odkrył coś, co wygląda na zerodowane cegły. Po dokładniejszej analizie okazało się, że prawdopodobnie są tu zasypane szczątki pradawnych budowli. Jednak tylko woda mogła spowodować taką erozję cegieł.

Kilku naukowców zaczęło mówić o tak zwanej Marslantydzie. Ich główna hipoteza mówi o zaawansowanej cywilizacji, która istniała na Marsie wieleset milionów lat temu. Jakiś kataklizm sprawił, że ich miasto zatonęło w marsjańskim oceanie. I jego szczątki były zasypywane przez marsjański pył stulecie za stuleciem.

Wielu innych uczonych uważa, że Marslantyda to mit, a my jedynie odkopaliśmy jakiś kamień o osobliwym kształcie. Zalecają, by zintensyfikować prace badawcze i położyć kres tym plotkom. Jak mamy postąpić?

<effect> Odblokowano nową przełomową technologię:",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02862),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14293,Redirect all unused power into research.,Skierujcie tu wszystkie dostępne moce badawcze.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02864),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14294,Improve our research labs and institutes.,Ulepszcie nasze laboratoria i instytuty badawcze.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02865),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14306,Marslantis is real!,Marslantyda istniała!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02866),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14298,Superconductive Computing,Komputery nadprzewodnikowe,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02908),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14325,"We've unlocked the <text_param1> breakthrough. We can put our researchers on it whenever you want, commander.","Odblokowaliśmy przełomową technologię „<text_param1>”. Nasi uczeni mogą się nią zająć, gdy tylko zechcesz, dowódco.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02939),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14300,Zero-Space Computing,Matematyka zerowymiarowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02961),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14299,Let's hope this settles it.,"Miejmy nadzieję, że to załatwi sprawę.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02963),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14324,New Breakthrough Unlocked,Odblokowano nową przełomową technologię,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02991),Scenario UndergroundAnomalies_Rare title,,,,1009935,,
14339,We've unlocked the <text_param1> breakthrough. Some claim the alien artifacts will further prove the existence of Marslantis.,"Odblokowaliśmy przełomową technologię „<text_param1>”. Niektórzy zwolennicy teorii o starożytnych kosmitach utrzymują, że te artefakty będą dalszym potwierdzeniem istnienia Marslantydy.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02992),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14340,We should investigate this immediately!,Musimy to natychmiast zbadać!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(02996),Scenario UndergroundAnomalies_Rare choice1,,,,1009935,,
